Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Department store,German,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,JOHN,E SCHLIFSKE,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,THOMAS,KINGSBURY,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Contractor,Portuguese,P23 Home Improvement,(508) 816-4079,,p23homeimprovements.com,,37,5.0,KAMILA,NEVES VIEIRA,,,,,,,https://www.instagram.com/p23_home_improvement,https://www.facebook.com/P23hi,,"42 Old Mill Rd, Leominster, MA 01453",Leominster,WORCESTER,MA,,"F7V6+HM Leominster, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,PETER,BONEPARTH,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Flooring store,,Abbey Carpet & Floor Warehouse,(781) 337-4800,,weymouth.abbeycarpet.com,,,5.0,,,,,,,,,,https://www.facebook.com/AbbeyCarpetPembroke/,,"58 Corporate Park Dr #1140, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"462J+JV Pembroke, Massachusetts",Google Maps,
General contractor,American,Barron & Jacobs Associates,(413) 586-8998,,barronandjacobs.com,,14,4.8,CHRISTOPHER,R. JACOBS,,,,,,,,https://www.facebook.com/barronandjacobs/,https://www.linkedin.com/in/cecil-jacobs-125b884a,"420 N Main St, Leeds, MA 01053",Leeds,HAMPSHIRE,MA,,"88X6+J5 Leeds, Northampton, MA",Google Maps,
Contractor,Portuguese,P23 Home Improvement,(508) 816-4079,,p23homeimprovements.com,,37,5.0,EMERSON,VIEIRA,,,,,,,https://www.instagram.com/p23_home_improvement,https://www.facebook.com/P23hi,,"42 Old Mill Rd, Leominster, MA 01453",Leominster,WORCESTER,MA,,"F7V6+HM Leominster, Massachusetts",Google Maps,
Department store,German,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,MICHAEL,BENDER,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,Israeli,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,YAEL,COSSET,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,ROBBIN,MITCHELL,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,Irish,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,CHRISTINE,DAY,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,MARGARET,JENKINS,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,CHRISTIE,RAYMOND,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,German,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,MARI,STEINMETZ,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,American,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,WENDY,ARLIN,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,CHUCK,FLOYD,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,FRED,HAND,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,STEPHANIE,STREETER,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,American,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,JENNIE,KENT,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,Greek,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,JONAS,PRISING,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Flooring contractor,,Discover Tile,(617) 330-7900,,,,,,,,,,,,,,https://www.instagram.com/discovertile/,,,"1 Design Center Pl #206, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MW Boston, Massachusetts",Google Maps,
Kitchen remodeler,,JC Masonry,(978) 225-5922,,jcmasonryma.com,,9,4.9,,,,,,,,,,,,"15 Thorndike St #3f, Beverly, MA 01915",Beverly,ESSEX,MA,,"G4WC+JX Beverly, Massachusetts",Google Maps,
Flooring store,,Morency Floors,(508) 994-3111,,morencyflooring.com,,25,4.8,,,,,,,,,,https://www.facebook.com/MorencyFlooring/,,"1440 Purchase St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3VC+XX New Bedford, Massachusetts",Google Maps,
Contractor,,Northeast Kitchen and Bathroom,(617) 650-8814,,northeastkandb.com,,25,4.7,,,,,,,,,https://www.instagram.com/northeastkitchenbath/,https://www.facebook.com/northestkitchenandbath,,"333 Pleasant St Suite 9, Worcester, MA 01609",Worcester,WORCESTER,MA,,"757P+M8 Worcester, Massachusetts",Google Maps,
Swimming pool supply store,,National Pool Tile Group,(978) 683-2717,,nptpool.com,,,,,,,,,,,,,,,"2350 Turnpike St bldg c, North Andover, MA 01845",North Andover,ESSEX,MA,,"JWGW+57 North Andover, Massachusetts",Google Maps,
Contractor,,Hoisington Landscape and Construction - Northfield MA,(413) 225-3015,,,,,,,,,,,,,,,,,"571b Millers Falls Rd, Northfield, MA 01360",Northfield,FRANKLIN,MA,,"JGVQ+34 Northfield, Massachusetts",Google Maps,
Carpet store,,The Rug Merchant,(781) 331-5505,,therugmerchant.com,,25,4.4,,,,,,,,,https://www.instagram.com/therugmerchant2001/,https://www.facebook.com/therugmerchant2001/,,"11 Commerce Rd # B, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"537X+QG Rockland, Massachusetts",Google Maps,
Flooring store,,North Oxford Mills,(508) 987-8521,,northoxfordmills.com,,97,4.7,,,,,,,,,,,,"3 Clara Barton Rd, North Oxford, MA 01537",North Oxford,WORCESTER,MA,,"5439+WH North Oxford, Oxford, MA",Google Maps,
Custom home builder,,Green River Builders,(413) 522-9105,,greenriverbuilders.org,,,5.0,,,,,,,,,,,,"5 Adams Rd, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"JC8R+JC Greenfield, Massachusetts",Google Maps,
Carpet store,,Fred Assaf Carpet,(508) 997-0331,,fredassafcarpets.com,,6,5.0,,,,,,,,,,,,"40 Hathaway Rd, Dartmouth, MA 02747",North Dartmouth,BRISTOL,MA,,"J2RC+MJ Dartmouth, Massachusetts",Google Maps,
Thrift store,,Central Berkshire Habitat ReStore,(413) 443-2106,,berkshirerestore.org,,108,4.3,,,,,,,,,,,,"399 Hubbard Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FR66+J3 Pittsfield, Massachusetts",Google Maps,
Flooring store,,Complete Carpet Center,(508) 733-2025,,,,4,5.0,,,,,,,,,,,,"By Appointment Only; Please call to set up!, 1233 Massachusetts Ave #2, Boxborough, MA 01719",Boxborough,MIDDLESEX,MA,,"FFP8+4V Boxborough, Massachusetts",Google Maps,
Plumbing supply store,,Winsupply of Seacoast,(978) 462-7450,,winsupplyinc.com,,10,4.6,,,,,,,,,https://www.instagram.com/winsupplyofseacoast/,https://www.facebook.com/winsupplyofseacoast/,,"2 Fanaras Dr #2b, Salisbury, MA 01952",Salisbury,ESSEX,MA,,"V455+78 Salisbury, Massachusetts",Google Maps,
Home improvement store,,Leader Home Centers,(413) 665-8881,,,,10,3.9,,,,,,,,,,,,"16 Elm St, South Deerfield, MA 01373",South Deerfield,FRANKLIN,MA,,"F9HQ+4W South Deerfield, Deerfield, MA",Google Maps,
Home improvement store,,Lowe's Home Improvement,(978) 230-4072,,lowes.com,,1392,4.0,,,,,,,,,https://www.instagram.com/loweshomeimprovement,https://www.facebook.com/202541066424213,,"198 New Lancaster Rd, Leominster, MA 01453",Leominster,WORCESTER,MA,,"F7WF+H4 Leominster, Massachusetts",Google Maps,
Showroom,,A Clarke Design Studio,(413) 977-1384,,aclarkedesignstudio.com,,7,5.0,,,,,,,,,,,,"1 Court St, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"4792+W5 Westfield, Massachusetts",Google Maps,
Flooring contractor,,Espinoza Flooring,(781) 460-7225,,espinozaflooringinc.com,,9,5.0,,,,,,,,,https://instagram.com/espinozaflooringinc,https://www.facebook.com/profile.php?id=61551018670676&mibextid=9R9pXO,,"20 Walnut St, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVJ2+62 Woburn, Massachusetts",Google Maps,
Flooring store,,Paris Ceramics,(617) 261-9736,,parisceramicsusa.com,,,,,,,,,,,,,https://www.facebook.com/photo.php?fbid=941846541284887&id=100063786480748&set=a.484332600369619,,"500 Harrison Ave, Boston, MA 02118",Boston,SUFFOLK,MA,,"8WRM+RJ Boston, Massachusetts",Google Maps,
Supermarket,,Market 32,(413) 443-5449,,pricechopper.com,,396,4.1,,,,,,,,,,,,"495 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4M+GC Lenox, Massachusetts",Google Maps,
Flooring store,,Horizon Forest Products,(508) 832-9888,,horizonforest.com,,23,4.7,,,,,,,,,,,,"404 Washington St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"55VG+W5 Auburn, Massachusetts",Google Maps,
Building materials store,,United Distributors Tile Group,(781) 933-0720,,,,,5.0,,,,,,,,,,,,"110 Commerce Way # 1, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV86+39 Woburn, Massachusetts",Google Maps,
Hardware store,,Foster Farrar True Value,(413) 584-8811,,stores.truevalue.com,,152,4.3,,,,,,,,,,https://www.facebook.com/profile.php?id=100037924608460,,"145 King St, Northampton, MA 01060",Northampton,HAMPSHIRE,MA,,"89G9+33 Northampton, Massachusetts",Google Maps,
Tile contractor,,South Vikings Service,(781) 901-4532,,southvikings.com,,24,5.0,,,,,,,,,,,,"84 W Water St, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"43GM+65 Rockland, Massachusetts",Google Maps,
Kitchen remodeler,,Godfrey Design-Build,(978) 867-0400,,godfreydesign-build.com,,38,5.0,,,,,,,,,,,,"100 Cummings Center Ste 428C, Beverly, MA 01915",Beverly,ESSEX,MA,,"H467+56 Beverly, Massachusetts",Google Maps,
Carpet store,,ABC Floor Covering,(508) 673-9970,,,,9,4.3,,,,,,,,,,,,"753 State Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"MW4G+32 Westport, Massachusetts",Google Maps,
General contractor,,Keane Construction,(774) 930-6300,,keaneconstruction.com,,4,5.0,,,,,,,,,,,,"167 Hixbridge Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"HW9C+WM Westport, Massachusetts",Google Maps,
Construction company,,WALuxury tiles,(774) 204-3470,,waluxurytiles.com,,2,5.0,,,,,,,,,https://www.instagram.com/waluxurytiles/,,,"8 Whittier Pl APT 9J, Boston, MA 02114",Boston,SUFFOLK,MA,,"9W8M+F4 Boston, Massachusetts",Google Maps,
Flooring contractor,Russian,Boston Sunshine Floors,(857) 302-3677,,bostonsunshinefloors.com,,34,5.0,VLADYSLAV,FURDYLO,,,,,,,https://www.instagram.com/boston_sunshine_floors,https://www.facebook.com/profile.php?id=100088915989966,,"150 Spruce St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R8J+GR Watertown, Massachusetts",Google Maps,
General contractor,,C&M Finishes,(413) 579-7907,,cmfinishesllc.com,,,5.0,,,,,,,,,,https://m.facebook.com/p/CM-Finishes-100063441473060/,,"Russellville Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"56QQ+9F Westfield, Massachusetts",Google Maps,
Countertop store,Portuguese,STONELINK MARBLE & GRANITE,(508) 393-0720,,stonelinkcorp.com,,134,4.9,HELIO,B DE OLIVEIRA,,,,,,,https://www.instagram.com/stonelinkcorp/,https://www.facebook.com/stonelinkcorp,,"70 Fremont St, Worcester, MA 01603",Worcester,WORCESTER,MA,,,Google Maps,
Cabinet store,,B&G Cabinet,(978) 465-6455,,bgcabinet.com,,34,4.6,,,,,,,,,https://www.instagram.com/bgcabinetllc/,,,"253 Low St # 8, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"R39V+93 Newburyport, Massachusetts",Google Maps,
Oriental rug store,,Oriental Rug Restoration by Gary Remillard,(413) 599-1803,,facebook.com,,,,,,,,,,,,,http://www.facebook.com/pages/Oriental-Rug-Restoration-by-Gary-Remillard/210751818959843,,"515 Main St, Wilbraham, MA 01095",Wilbraham,HAMPDEN,MA,,"4H99+J2 Wilbraham, Massachusetts",Google Maps,
Flooring store,,Robert Brown Hardwood Flooring,(781) 834-9356,,,,,5.0,,,,,,,,,,https://www.facebook.com/p/ROBERT-BROWN-SON-HARDWOOD-FLOORING-100064730138944/,,"6 Queens Guard Waye, Marshfield, MA 02050",Marshfield,PLYMOUTH,MA,,"38GC+C7 Marshfield, Massachusetts",Google Maps,
Kitchen remodeler,Russian,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,STEPHEN,FINKELMAN,,,,,,,https://www.instagram.com/kitchenassociates/,https://www.facebook.com/KitchenAssociates/,https://www.linkedin.com/in/bob-sponenberg-2b14097,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,
Interior designer,,"Horizon Interiors,",(781) 281-1793,,horizoninteriorsllc.com,,20,4.1,,,,,,,,,https://www.instagram.com/horizoninteriors/,https://www.facebook.com/HorizonInteriorsLLC/,https://www.linkedin.com/company/horizoninteriorsllc,"134C New Boston St, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV43+VQ Woburn, Massachusetts",Google Maps,
Flooring contractor,,New England Commercial Flooring,(508) 922-1611,,necommercialflooring.com,,2,4.5,,,,,,,,,,,,"75 North St, Douglas, MA 01516",Douglas,WORCESTER,MA,,"37JQ+XR Douglas, Massachusetts",Google Maps,
Kitchen remodeler,American,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,MATTHEW,BARTNER,,,,,,,,https://www.facebook.com/KitchenAssociates/,,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,
Remodeler,,"Jireh Tile e Granite - Expert Interior Remodeling for Bathrooms, Kitchens, and Basements",(508) 613-5587,,jirehtileandgranite.com,,2,5.0,,,,,,,,,https://www.instagram.com/jirehtg_homeremodeling/,https://www.facebook.com/alexnunesjireh/,,"89 Wilson St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9F2V+CF Marlborough, Massachusetts",Google Maps,
Kitchen remodeler,Italian,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,EUGENE,SCHIAVO,,,,,,,,https://www.facebook.com/KitchenAssociates/,,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,
Kitchen remodeler,Indian,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,ALKESHKUMAR,TAYLOR,,,,,,,https://www.instagram.com/kitchenassociates/,,https://www.linkedin.com/in/bob-sponenberg-2b14097,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,
Carpet store,English,Gordon Rug,(978) 463-4200,,gordonrug.com,,22,5.0,SUSAN,GORDON,,,,,,,https://www.instagram.com/gordon_rug_company_/,https://www.facebook.com/GordonRugCompany/,,"149 State St, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"R42G+GC Newburyport, Massachusetts",Google Maps,
Contractor,Italian,The home improvement Specialists,(413) 364-1169,,,,7,4.4,L.,JACK GIANDOMENICO,,,,,,,,,,"25 Swamp Rd, Whately, MA 01093",Whately,FRANKLIN,MA,,"C9X8+3Q Whately, Massachusetts",Google Maps,
General contractor,,Power and Company Builders,(413) 648-9545,,weebly.com,,,,,,,,,,,,,,,"311 Brattleboro Rd, Bernardston, MA 01337",Bernardston,FRANKLIN,MA,,"MFR3+V5 Bernardston, Massachusetts",Google Maps,
Kitchen remodeler,African,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,MARY,JOHANNESEN,,,,,,,https://www.instagram.com/kitchenassociates/,https://www.facebook.com/KitchenAssociates/,https://www.linkedin.com/in/bob-sponenberg-2b14097,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,
Carpet store,American,Gordon Rug,(978) 463-4200,,gordonrug.com,,22,5.0,JEFFREY,S. GORDON,,,,,,,https://www.instagram.com/gordon_rug_company_/,https://www.facebook.com/GordonRugCompany/,,"149 State St, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"R42G+GC Newburyport, Massachusetts",Google Maps,
Flooring contractor,Portuguese,Daniel's Tile,(508) 383-3949,,danielstile.com,,2,5.0,RENATA,LUIZ COSTA FERREIRA,,,,,,,,,,"136 Perkins St, Somerville, MA 02145",Somerville,MIDDLESEX,MA,,"9WP8+5R Somerville, Massachusetts",Google Maps,
Masonry supply store,American,Camosse Masonry Supply,(508) 755-6193,,camosse.com,,38,4.7,HENRY,J. CAMOSSE JR.,,,,,,,https://www.instagram.com/camossemasonrysupply/,https://www.facebook.com/CamosseMasonrySupply,https://www.linkedin.com/company/camossemasonrysupply,"64 SW Cutoff, Worcester, MA 01604",Worcester,WORCESTER,MA,,"67Q2+3X Worcester, Massachusetts",Google Maps,
Flooring contractor,Portuguese,Daniel's Tile,(508) 383-3949,,danielstile.com,,2,5.0,DANIEL,CARLOS FERREIRA,,,,,,,,,,"136 Perkins St, Somerville, MA 02145",Somerville,MIDDLESEX,MA,,"9WP8+5R Somerville, Massachusetts",Google Maps,
Building materials store,Irish,Forever Tile,(978) 371-1256,,,,12,4.6,BRYAN,RATCLIFFE,,,,,,,https://www.instagram.com/forevertile/,https://www.facebook.com/ForeverTile/,,"45 Commonwealth Ave, Concord, MA 01742",Concord,MIDDLESEX,MA,,"FJ44+HH Concord, Massachusetts",Google Maps,
Tile contractor,,Pearce Remodeling and Construction,(781) 626-3003,,pearceremodelingconstruction.com,,19,5.0,,,,,,,,,http://www.instagram.com/pearcetilenbath,,,"E Water St, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"43MW+MM Rockland, Massachusetts",Google Maps,
Building materials store,Irish,Forever Tile,(978) 371-1256,,,,12,4.6,COLLEEN,O'LEARY,,,,,,,https://www.instagram.com/forevertile/,https://www.facebook.com/ForeverTile/,,"45 Commonwealth Ave, Concord, MA 01742",Concord,MIDDLESEX,MA,,"FJ44+HH Concord, Massachusetts",Google Maps,
Masonry supply store,American,Camosse Masonry Supply,(508) 755-6193,,camosse.com,,38,4.7,CHARLES,RAYMOND CAMOSSE,,,,,,,https://www.instagram.com/camossemasonrysupply/,https://www.facebook.com/CamosseMasonrySupply,https://www.linkedin.com/company/camossemasonrysupply,"64 SW Cutoff, Worcester, MA 01604",Worcester,WORCESTER,MA,,"67Q2+3X Worcester, Massachusetts",Google Maps,
Kitchen remodeler,,"Kitchen Tune-Up Peabody, MA",(978) 587-7957,,kitchentuneup.com,,73,4.9,,,,,,,,,https://www.instagram.com/kitchentuneup/,https://www.facebook.com/KTUPeabodyMA/,,"12 Lenox Rd, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3QJ+24 Peabody, Massachusetts",Google Maps,
Dollar store,,Dollar Tree,(413) 242-6813,,dollartree.com,,194,4.1,,,,,,,,,https://www.instagram.com/dollartree,,,"690 Merrill Rd, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ8W+MJ Pittsfield, Massachusetts",Google Maps,
Carpet store,,Iozzo Carpets,(508) 764-2738,,,,11,5.0,,,,,,,,,,https://www.facebook.com/iozzocarpets/,,"16 Park St, Southbridge, MA 01550",Southbridge,WORCESTER,MA,,"3XC8+X5 Southbridge, Massachusetts",Google Maps,
Flooring store,,Abbott & Sons,(508) 755-0972,,,,,,,,,,,,,,,,,"803 Main St, Leicester, MA 01524",Leicester,WORCESTER,MA,,"64W2+8W Leicester, Massachusetts",Google Maps,
Tile store,,Best Tile Dedham,(781) 461-0406,,besttile.com,,45,4.2,,,,,,,,,,https://www.facebook.com/besttilededham/,,"25 McNeil Way, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RMC+VP Dedham, Massachusetts",Google Maps,
Flooring store,,Westport Flooring,,,,,,,,,,,,,,,,,,"Westport, MA 02790",Westport,BRISTOL,MA,,"MW75+XR Westport, Massachusetts",Google Maps,
Flooring store,,Al’s Custom Tile,(781) 464-3550,,flooranddecor.com,,97,4.2,,,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps,
Building materials supplier,,Dartmouth Building Supply,(508) 990-2389,,dartmouthbuildingsupply.com,,55,4.2,,,,,,,,,https://www.instagram.com/dartmouthbuildingsupply/,https://www.facebook.com/DartmouthBuildingSupply/,,"958 Reed Rd North, Dartmouth, MA 02747",North Dartmouth,BRISTOL,MA,,"MX67+62 Dartmouth, Massachusetts",Google Maps,
Carpet store,Irish,Mal Elfman's of Waltham,(781) 899-9400,,elfmans.com,,28,4.5,DAVID,H RYAN,,,,,,,,,,"417 Moody St, Waltham, MA 02453",Waltham,MIDDLESEX,MA,,"9Q96+JX Waltham, Massachusetts",Google Maps,
Bathroom remodeler,,Fabio Tiles,(774) 228-8067,,fabiotiles.com,,2,5.0,,,,,,,,,,,,"18 Obery St, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,,Google Maps,
Bathroom remodeler,,Eagle Refinishing,(978) 320-6159,,eaglerefinish.com,,51,4.9,,,,,,,,,,,,"152 Walnut St, Athol, MA 01331",Athol,WORCESTER,MA,,"HQV8+V2 Athol, Massachusetts",Google Maps,
Manufacturer,,Artaic - Innovative Mosaic,(617) 418-1928,,artaic.com,,,,,,,,,,,,https://www.instagram.com/artaic/,,,"465 Medford St Suite 101, Charlestown, MA 02129",Charlestown,SUFFOLK,MA,,"9WMJ+PJ Charlestown, Boston, MA",Google Maps,
Furniture store,,Danco Modern,(413) 247-5681,,dancomodern.com,,347,4.9,,,,,,,,,https://www.instagram.com/dancomodern/,https://www.facebook.com/dancomodern/,https://www.linkedin.com/company/danco-modern-inc,"10 West St, West Hatfield, MA 01088",West Hatfield,HAMPSHIRE,MA,,"9987+W7 West Hatfield, Massachusetts",Google Maps,
Oriental rug store,,Danvers Rug,(978) 774-1265,,danversrug.com,,13,4.8,,,,,,,,,,https://www.facebook.com/danversrug/,,"159 Elliott St, Danvers, MA 01923",Danvers,ESSEX,MA,,"H36P+4J Danvers, Massachusetts",Google Maps,
Bathroom supply store,,Frank Webb Home - Auburn,(508) 757-7625,,frankwebb.com,,17,3.8,,,,,,,,,,,,"33 Sword St, Industrial Park, Auburn, MA 01501",Auburn,WORCESTER,MA,,"65FC+52 Auburn, Massachusetts",Google Maps,
General contractor,,AST Home Improvement,(781) 353-8068,,asthomeimprovement.com,,19,5.0,,,,,,,,,https://www.instagram.com/ast.homeimprovement/,,,"28 Lesley Ave, Auburn, MA 01501",Auburn,WORCESTER,MA,,"65FR+76 Auburn, Massachusetts",Google Maps,
Flooring store,,Simmons & Sons Flooring,(781) 871-7701,,simmonsandsonsflooring.com,,4,5.0,,,,,,,,,,https://www.facebook.com/simmonsandsonsflooring/,,"1390 Hanover St #1, Hanover, MA 02339",Hanover,PLYMOUTH,MA,,"4499+9J Hanover, Massachusetts",Google Maps,
Tile store,,Euroline Tile,(617) 942-2382,,eurolinetile.com,,14,5.0,,,,,,,,,https://www.instagram.com/eurolinetileboston/,,,"1208A VFW Pkwy Suite 101A, West Roxbury, MA 02132",West Roxbury,SUFFOLK,MA,,"7RHH+QW West Roxbury, Boston, MA",Google Maps,
